,#AUTHID,STATUS,sentiNEG,sentiPOS,sentiNEU,sentiCOMPOUND,sEXT,sNEU,sAGR,sCON,sOPN,cEXT,cNEU,cAGR,cCON,cOPN,DATE,NETWORKSIZE,BETWEENNESS,NBETWEENNESS,DENSITY,BROKERAGE,NBROKERAGE,TRANSITIVITY
5109,259f8f9cce95b214dc9924af48bcd6f0,is headed to the Franciscan Retreat Center in Colorado Springs for the SoulJourners Retreat...,0.0,0.122,0.878,0.2023,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,09/01/09 08:20 PM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5110,259f8f9cce95b214dc9924af48bcd6f0,"had a fabulous celebratory evening with the *PROPNAME*, *PROPNAME*, & *PROPNAME* last night in Big D - and is now off to see her brother's new house...",0.0,0.134,0.866,0.5267,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,09/21/09 03:11 PM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5111,259f8f9cce95b214dc9924af48bcd6f0,is not okay with the fact that a mouse keeps traipsing across her living room as if he's been living here his whole life. I'm off to buy poison or a trap or something -- but somebody please reassure me that he will not climb up into my bed tonight...please!,0.096,0.116,0.788,0.4782,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,10/13/09 01:50 AM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5112,259f8f9cce95b214dc9924af48bcd6f0,"is sermonizing on seat selection, servanthood, & stewardship...",0.0,0.0,1.0,0.0,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,10/17/09 09:23 PM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5113,259f8f9cce95b214dc9924af48bcd6f0,"is packing up and heading to Wyoming for 48 hours (give or take) of pure ""vacation!""",0.0,0.0,1.0,0.0,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,08/20/09 05:52 PM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5114,259f8f9cce95b214dc9924af48bcd6f0,is off to Laramie for a couple days!,0.0,0.0,1.0,0.0,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,09/16/09 03:29 PM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5115,259f8f9cce95b214dc9924af48bcd6f0,is praying for *PROPNAME*...,0.0,0.455,0.545,0.3612,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,10/09/09 01:47 AM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5116,259f8f9cce95b214dc9924af48bcd6f0,"is stoked that she is going to hear *PROPNAME* tomorrow night - in Denver!   Ah...memories of ""Downstairs Cafe"" and ""Uncle Calvin's"" in Dallas and ""Club Passim"" in Cambridge...",0.0,0.0,1.0,0.0,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,11/05/09 12:21 AM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5117,259f8f9cce95b214dc9924af48bcd6f0,is missing her matthew...,0.423,0.0,0.577,-0.296,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,11/11/09 04:45 AM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5118,259f8f9cce95b214dc9924af48bcd6f0,is in Dallas...,0.0,0.0,1.0,0.0,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,10/08/09 09:14 PM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5119,259f8f9cce95b214dc9924af48bcd6f0,Wow. Thanks for all the birthday greetings! 'twas a good day...and giving God thanks for all of you...,0.0,0.668,0.332,0.9589,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,11/25/09 01:36 AM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5120,259f8f9cce95b214dc9924af48bcd6f0,is sermonizing...her favorite saturday night pastime...,0.0,0.375,0.625,0.4588,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,11/08/09 01:22 AM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5121,259f8f9cce95b214dc9924af48bcd6f0,is sick. :(,0.861,0.0,0.139,-0.7351,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,12/24/09 12:54 AM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5122,259f8f9cce95b214dc9924af48bcd6f0,is sermonizing and soothing her sore throat...slowly but surely my health is returning! Thanks be to God!,0.066,0.478,0.456,0.8964,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,12/26/09 11:17 PM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5123,259f8f9cce95b214dc9924af48bcd6f0,is still sick...and wishes she wasn't...,0.0,0.242,0.758,0.1531,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,12/25/09 10:27 PM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5124,259f8f9cce95b214dc9924af48bcd6f0,wishes *PROPNAME* wasn't stuck in Chicago...how many flights can be cancelled for one person in 48 hours?,0.103,0.173,0.724,0.0875,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,12/27/09 11:20 PM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5125,259f8f9cce95b214dc9924af48bcd6f0,is thinking a *PROPNAME* movie marathon is calling her name...,0.0,0.0,1.0,0.0,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,08/07/09 05:29 PM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5126,259f8f9cce95b214dc9924af48bcd6f0,is still sick...day 8...hopefully by the new year i'll be well...,0.0,0.0,1.0,0.0,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,12/30/09 03:58 AM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5127,259f8f9cce95b214dc9924af48bcd6f0,is ringing in the new year with a bowl of Kix & a glass of water & Wii golf.  yeah...i'm cool. ; ),0.0,0.126,0.874,0.3182,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,01/01/09 06:17 AM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5128,259f8f9cce95b214dc9924af48bcd6f0,"just saw a tragic//comedic drama - August: Osage County - and thought it was intensely true and devastating and redemptive and isolating and packed with anger, hurt, joy, confusion, misunderstandings, and innocent deceptions. This family could be the centerpiece of a dissertation on family systems theory!",0.242,0.159,0.599,-0.7062,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,08/08/09 05:32 AM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5129,259f8f9cce95b214dc9924af48bcd6f0,is still sick...first time to miss christmas eve services...good thing i have great colleagues...,0.096,0.246,0.659,0.5423,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,12/25/09 12:07 AM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5130,259f8f9cce95b214dc9924af48bcd6f0,"is relaxing with *PROPNAME*, *PROPNAME*, & *PROPNAME*...and *PROPNAME* is showing me pictures of Boston and making me sad...",0.0,0.167,0.833,0.4939,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,01/11/10 04:39 AM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5131,259f8f9cce95b214dc9924af48bcd6f0,*PROPNAME* is excited about Epiphany...her second favorite Liturgical Season!,0.0,0.448,0.552,0.69,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,01/03/09 03:50 AM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5132,259f8f9cce95b214dc9924af48bcd6f0,is officially one year behind in her thank you note writing.,0.0,0.2,0.8,0.3612,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,08/12/09 04:03 AM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5133,259f8f9cce95b214dc9924af48bcd6f0,is excited that *PROPNAME* Crews is coming to Denver tomorrow!,0.0,0.23,0.77,0.4003,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,08/23/09 09:57 PM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5134,259f8f9cce95b214dc9924af48bcd6f0,enjoyed the Santa Fe Arts Walk tonight!,0.0,0.374,0.626,0.5562,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,01/02/09 05:01 AM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5135,259f8f9cce95b214dc9924af48bcd6f0,is going to hear *PROPNAME* read her own poetry tonight...,0.0,0.0,1.0,0.0,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,01/29/10 06:50 PM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5136,259f8f9cce95b214dc9924af48bcd6f0,is excited that *PROPNAME* and *PROPNAME* will be in Denver soon!,0.0,0.212,0.788,0.4003,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,01/09/10 11:33 PM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5137,259f8f9cce95b214dc9924af48bcd6f0,is enjoying re-connecting with colleagues at the resident reunion in Dallas...,0.0,0.254,0.746,0.5267,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,01/28/10 04:57 AM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5138,259f8f9cce95b214dc9924af48bcd6f0,can't wait for *PROPNAME* to get here!,0.0,0.0,1.0,0.0,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,02/04/10 11:48 PM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5139,259f8f9cce95b214dc9924af48bcd6f0,is happy for New Orleans...,0.0,0.481,0.519,0.5719,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,02/08/10 03:28 AM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5140,259f8f9cce95b214dc9924af48bcd6f0,is sermonizing in hopes of being transfigured in the process...,0.0,0.237,0.763,0.4215,3.3,2.85,4.2,3.4,4.75,n,y,y,n,y,02/14/10 02:09 AM,1460.0,1056550.0,99.34,0.0,1060480.0,0.5,0.03
5141,c85845b82e705a32f674757d8912df23,hanging out with *PROPNAME* :),0.0,0.429,0.571,0.4588,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,06/17/09 07:14 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5142,c85845b82e705a32f674757d8912df23,is happy to finally be home for a while after lots of running around lately!,0.0,0.235,0.765,0.6114,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,07/10/09 04:58 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5143,c85845b82e705a32f674757d8912df23,sad about the loss of the elephant calf at the Memphis Zoo:(,0.351,0.0,0.649,-0.6597,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,07/08/09 09:33 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5144,c85845b82e705a32f674757d8912df23,would like to know why our water is off,0.0,0.238,0.762,0.3612,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,07/11/09 03:05 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5145,c85845b82e705a32f674757d8912df23,is doing some major housecleaning!,0.0,0.0,1.0,0.0,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,07/11/09 06:32 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5146,c85845b82e705a32f674757d8912df23,didn't think that coming to take care of the water heater first thing in the morning meant 11...I guess there's still 45 mins until it afternoon!,0.0,0.123,0.877,0.5411,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,07/16/09 04:18 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5147,c85845b82e705a32f674757d8912df23,just had a wonderful chat with *PROPNAME* on the phone and is about to start making dinner:),0.0,0.198,0.802,0.5719,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,07/28/09 12:26 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5148,c85845b82e705a32f674757d8912df23,"went to see ""The Hangover"" tonight then came home to enjoy a nice relaxing jacuzzi tub bath with a glass of wine...life doesn't get much better than that!",0.071,0.28,0.649,0.7956,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,07/19/09 04:44 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5149,c85845b82e705a32f674757d8912df23,For once I meant to let my phone battery die all the way before recharging and did I remember to plug it in once it reached that point? Not until just now...oops,0.117,0.042,0.841,-0.5423,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,07/26/09 05:13 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5150,c85845b82e705a32f674757d8912df23,is making rice krispies treats!,0.0,0.0,1.0,0.0,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,07/29/09 08:41 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5151,c85845b82e705a32f674757d8912df23,Is excited to have 2 more new books from Paperback swap but can't decide what to read now!,0.0,0.111,0.889,0.2481,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,08/05/09 01:04 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5152,c85845b82e705a32f674757d8912df23,is annoyed that GM decided it would be cool to have some stupid ass bracket for wiper blades on the G6 resulting in me having to pay $70 for replacement blades.,0.278,0.059,0.663,-0.8225,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,07/27/09 09:49 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5153,c85845b82e705a32f674757d8912df23,"had a good workout at the gym this afternoon, just took a nice relaxing jacuzzi bath and now off to bed with fresh from the dyer sheets. Ahhhhh fantastic:)",0.0,0.327,0.673,0.8807,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,12/01/09 05:41 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5154,c85845b82e705a32f674757d8912df23,"The first 2 Atlantic tropical storms, *PROPNAME* and *PROPNAME*, have formed. I'm not too worried but have to admit there's a little unease about the idea of something making it here. Afterall, this is my first rodeo!",0.08,0.101,0.82,-0.1922,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,08/15/09 09:07 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5155,c85845b82e705a32f674757d8912df23,*PROPNAME* and her friend are coming to visit me next weekend!!! So excited!!!,0.0,0.391,0.609,0.7941,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,07/30/09 02:28 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5156,c85845b82e705a32f674757d8912df23,had a great day with a wonderful friend and a wonderful evening with a great boyfriend. I'm one lucky girl:),0.0,0.684,0.316,0.9705,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,08/17/09 02:47 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5157,c85845b82e705a32f674757d8912df23,"Sometimes, I'll watch a movie that I watched when I was younger and suddenly realize I had no idea what the f**k was going on when I first saw it.",0.084,0.0,0.916,-0.296,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,08/27/09 06:48 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5158,c85845b82e705a32f674757d8912df23,is nervous about getting cavities filled for the first time ever tomorrow:( The up side is that it probably isn't as bad as repair work from stepping on a shovel;) There I feel a bit better now!,0.054,0.154,0.792,0.6049,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,08/24/09 03:30 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5159,c85845b82e705a32f674757d8912df23,is excited about dinner and movie date night:),0.0,0.255,0.745,0.34,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,08/22/09 07:44 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5160,c85845b82e705a32f674757d8912df23,"How many times is it appropriate to say ""What?"" before you just nod and smile because you still didn't hear what they said?",0.0,0.115,0.885,0.4329,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,08/26/09 03:45 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5161,c85845b82e705a32f674757d8912df23,"*PROPNAME* brought me breakfast in bed this morning, hanging out with *PROPNAME* later, then a delicious pineapple pork chop dinner made by *PROPNAME* and watching a movie..what a great day it's going to be!:D",0.0,0.218,0.782,0.8439,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,07/22/09 03:25 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5162,c85845b82e705a32f674757d8912df23,"If *PROPNAME* San Diego and *PROPNAME* ever got together, their offspring would probably just be completely invisible.",0.0,0.0,1.0,0.0,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,08/28/09 12:29 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5163,c85845b82e705a32f674757d8912df23,is trying to decide what to stock the fridge with so there is a chance that *PROPNAME* will eat something besides fast food for 5 days that I'm gone! :),0.0,0.176,0.824,0.6763,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,09/01/09 07:10 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5164,c85845b82e705a32f674757d8912df23,is a huge nerd and posting books on paperback swap:),0.191,0.2,0.609,0.0258,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,07/29/09 03:12 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5165,c85845b82e705a32f674757d8912df23,Bad news: Novocaine is wearing off so my mouth is hurting a bit now. Good news: I can now drink my pumpkin spice latte without dribbling:),0.206,0.096,0.698,-0.5106,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,09/11/09 06:10 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5166,c85845b82e705a32f674757d8912df23,is glad that we waited to watch Wolverine as a rental.,0.0,0.25,0.75,0.4588,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,09/17/09 06:47 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5167,c85845b82e705a32f674757d8912df23,"is wondering how many people get themselves screwed out of money by not paying attention and keeping records of stuff. I just added another $70 to my ""um no dumby actually I don't owe you that money"" total. Yay me:)",0.123,0.078,0.799,-0.25,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,09/29/09 07:29 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5168,c85845b82e705a32f674757d8912df23,"I like all of the music in my iTunes, except when it's on shuffle, then I like about one in every fifteen songs in my iTunes.",0.0,0.185,0.815,0.6124,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,08/25/09 04:19 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5169,c85845b82e705a32f674757d8912df23,"""You try growing up in a trailer park with nothing but dust mites and Lithuanians and see where that gets you""..a line from a terrible movie on netflix on demand, but it made me giggle",0.148,0.126,0.726,-0.2144,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,10/11/09 03:44 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5170,c85845b82e705a32f674757d8912df23,is off to the gym!,0.0,0.0,1.0,0.0,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,10/12/09 03:36 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5171,c85845b82e705a32f674757d8912df23,is feeling productive after posting *PROPNAME*'s care on autotrader. If anyone is possibly interested in a 2006 Honda Civic Si for ~$13500 let me know. I will post the link too once it's officially up on the site!,0.0,0.189,0.811,0.7712,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,09/28/09 04:45 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5172,c85845b82e705a32f674757d8912df23,off to the store to get the things I need to make caramel apple cookies. I hope that mine turn out as good as the picture! I also hope that they have the caramel bits I need at this Walmart!,0.0,0.22,0.78,0.8513,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,10/11/09 10:21 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5173,c85845b82e705a32f674757d8912df23,is wondering what the heck? Last week my computer hard drive died and just a few minutes ago I got the blue screen of death from my DirecTV box saying a problem has been detected on my hard drive. Not cool.,0.275,0.049,0.677,-0.8658,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,10/19/09 07:21 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5174,c85845b82e705a32f674757d8912df23,Fantastic day of hanging out with friends and doing some shopping:) Relaxing on the couch reading for a bit,0.0,0.398,0.602,0.872,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,10/25/09 02:36 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5175,c85845b82e705a32f674757d8912df23,had a busy day. Time for a nap before possibly carving pumpkins this evening:),0.0,0.0,1.0,0.0,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,10/25/09 08:57 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5176,c85845b82e705a32f674757d8912df23,perhaps *PROPNAME* putting off getting our Halloween costumes for so long was really his way of helping me find my awesome costume idea :),0.0,0.307,0.693,0.8519,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,10/31/09 12:01 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5177,c85845b82e705a32f674757d8912df23,Happy Halloween! Almost timet to make some snacks for the party tonight:),0.0,0.401,0.599,0.7712,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,10/31/09 06:09 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5178,c85845b82e705a32f674757d8912df23,Carving pumpkins with *PROPNAME*...pictures to come soon:),0.0,0.0,1.0,0.0,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,10/26/09 10:41 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5179,c85845b82e705a32f674757d8912df23,shooting and punching some stuff in Borderlands:),0.0,0.0,1.0,0.0,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,11/02/09 12:17 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5180,c85845b82e705a32f674757d8912df23,"just heard a commercial on the radio about some pill to lower cholesterol. They actually said ""Do you have high cholesterol due to poor diet or lack of exercise? Then you need to try this""  No, actually you need to try improving your diet and exercising a bit first.  Just a crazy thought I had...",0.207,0.046,0.746,-0.8271,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,10/09/09 04:44 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5181,c85845b82e705a32f674757d8912df23,is happy that my new hard drive is installed. Yay!,0.089,0.468,0.443,0.7901,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,10/13/09 06:31 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5182,c85845b82e705a32f674757d8912df23,is pretty sure I'm coming down with whatever *PROPNAME* considering I just folded a load of towels and now feel completely drained.  The good news is that the TV is working again:),0.075,0.231,0.694,0.7069,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,10/20/09 10:06 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5183,c85845b82e705a32f674757d8912df23,is not having a good night. Watching some TV then heading to bed.,0.179,0.0,0.821,-0.3412,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,11/08/09 03:37 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5184,c85845b82e705a32f674757d8912df23,is making some grub,0.0,0.0,1.0,0.0,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,11/10/09 11:29 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5185,c85845b82e705a32f674757d8912df23,is not happy that our A//C is not working. Grrrr,0.25,0.0,0.75,-0.4585,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,09/29/09 02:12 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5186,c85845b82e705a32f674757d8912df23,"just finished watching ""The Ugly Truth"", cute movie:)",0.268,0.244,0.488,-0.0772,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,11/15/09 12:55 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5187,c85845b82e705a32f674757d8912df23,has a cold:(,0.0,0.0,1.0,0.0,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,11/15/09 04:54 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5188,c85845b82e705a32f674757d8912df23,"just finished watching "" Dear Zachary: a letter from a father to his son"". It was a pretty good documentary but very emotional...I suggest having tissues nearby",0.0,0.226,0.774,0.5927,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,10/11/09 07:01 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5189,c85845b82e705a32f674757d8912df23,plans to sit on the couch watching movies all day.,0.0,0.0,1.0,0.0,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,11/15/09 06:08 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5190,c85845b82e705a32f674757d8912df23,almost time to make white chicken chili with cheddar jalepeno hushpuppy crust. It's going to be even better than usual 'cause we finally have some fall weather here!,0.0,0.106,0.894,0.4926,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,10/18/09 09:59 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5191,c85845b82e705a32f674757d8912df23,just saw a commercial for Rihanna's 20//20 interview about her ordeal with *PROPNAME*...isn't it convenient that she is finally able to talk about it in an interview aired the day after her new album comes out?,0.0,0.0,1.0,0.0,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,11/23/09 07:35 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5192,c85845b82e705a32f674757d8912df23,"is watching ""The Proposal"". *PROPNAME* and *PROPNAME*...even if the movie is crap it won't be a total waste:)",0.14,0.0,0.86,-0.3818,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,11/29/09 05:58 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5193,c85845b82e705a32f674757d8912df23,is excited about my helicopter shaped cookie cutter:),0.0,0.255,0.745,0.34,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,12/04/09 03:03 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5194,c85845b82e705a32f674757d8912df23,mmm peppermint mocha coffee creamer:),0.0,0.0,1.0,0.0,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,11/03/09 12:28 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5195,c85845b82e705a32f674757d8912df23,doing some online Christmas shopping,0.0,0.0,1.0,0.0,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,12/12/09 02:50 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5196,c85845b82e705a32f674757d8912df23,"doesn't know what to make of the fact that based on my interest in TV shows like ""Brotherhood"" and ""Californication"" , Netflix has a recommendations section of other ""Dysfunctional family dramas""  This includes ""Dexter"" and ""Rescue Me"" which are both shows I watch. Oh Netflix you know me so well.",0.0,0.212,0.788,0.8895,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,11/29/09 04:26 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5197,c85845b82e705a32f674757d8912df23,is not sure what the repairman fiddled with yesterday to get some warm air to come out of the heater for a while but I'm pretty sure that the heat is still not working quite right considering that after running for 8 hours with the thermostat set to 72 it is still only 65 in my house and there is cool..no cold air blasting out of the vents...and yes it is on heat not AC;),0.048,0.114,0.837,0.7488,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,12/12/09 01:55 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5198,c85845b82e705a32f674757d8912df23,"wasn't very impressed with ""Taking of Pelham 123"" although I was amused by *PROPNAME*'s character talking about the girl he took to Iceland..a Lithuanian ass model named Lavitika.  Ha",0.177,0.147,0.677,-0.2665,2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,12/05/09 11:22 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
